position,coverage_ACGT,error_rate_two_least_ACGT
1,3093,0.008082768
2,3146,0.001271456
3,3176,0.000314861
4,3205,0.005616225
5,3184,0.000942211
6,3194,0.000939261
7,3193,0.001565925
8,3202,0.003123048
9,3199,0.00406377
10,3172,0.011349306
11,3067,0.007825236
12,3197,0.003127932
13,3155,0.0022187
14,3106,0.000643915
15,3203,0.000936622
16,3192,0.001879699
17,3177,0.008498584
18,3089,0.002266106
19,3185,0.000627943
20,3198,0.011257036
21,3146,0.00317864
22,3154,0.003170577
23,3174,0.00094518
24,3188,0.000627353
25,3132,0.005108557
26,3113,0.001284934
27,3171,0.000630716
28,3176,0.002833753
29,3150,0.004126984
30,3123,0.003202049
31,3160,0.001265823
32,3167,0.000947269
33,3176,0.000629723
34,3145,0.012082671
35,3137,0.007969398
36,3145,0.005405405
37,3170,0.005362776
38,3182,0.01539912
39,2963,0.018899764
40,3175,0.005354331
41,3133,0.008298755
42,2901,0.008962427
43,3207,0.004053633
44,3142,0.005728835
45,3168,0.004103535
46,3175,0.006614173
47,3150,0.002857143
48,3207,0.000935454
49,3191,0.000940144
50,3207,0.003429997
51,3204,0.003745318
52,3182,0.004085481
53,3209,0.002804612
54,3205,0.002808112
55,3165,0.001263823
56,3211,0.00591716
57,3202,0.009056839
58,3186,0.006277464
59,3114,0.006422608
60,3197,0.001563966
61,3059,0.004576659
62,3071,0.001302507
63,3139,0.003185728
64,3085,0.00356564
65,3197,0.00093838
66,3153,0.00190295
67,3181,0.001257466
68,3187,0.001255099
69,3144,0.008587786
70,3029,0.004291845
71,3174,0.004095778
72,3155,0.003803487
73,3207,0.000311818
74,3173,0.000630318
75,3193,0.00062637
76,3208,0.000311721
77,3197,0.000312793
78,3200,0.0009375
79,3192,0.000313283
80,3177,0.002518099
81,3195,0.000625978
82,3207,0.000311818
83,3205,0.009048362
84,3184,0.016331658
85,3113,0.01092194
86,3144,0.002226463
87,3190,0.000626959
88,3202,0.000312305
89,3168,0.00094697
90,3210,0.003426791
91,3180,0.003459119
92,3176,0.003778338
93,3187,0.005647945
94,3157,0.000633513
95,3186,0.000627746
96,3208,0.000311721
97,3191,0.000940144
98,3159,0.001266223
99,3200,0.001875
100,3197,0.004066312
101,3198,0.009068168
102,3163,0.006639267
103,3184,0.001256281
104,3199,0.003438575
105,3196,0.000938673
106,3177,0.004406673
107,3151,0.002221517
108,3208,0.007793017
109,3200,0.008125
110,3172,0.005359395
111,2909,0.004125129
112,3179,0.001258257
113,3181,0.0009431
114,3168,0.000631313
115,3180,0.000314465
116,3201,0.001249609
117,3211,0.00591716
118,3203,0.002185451
119,3178,0.00094399
120,3194,0.001878522
121,3202,0.006558401
122,3162,0.007590133
123,3160,0.006329114
124,3194,0.000939261
125,3136,0.00127551
126,3206,0.010605115
127,3143,0.009226853
128,3172,0.00630517
129,3196,0.000938673
130,3165,0.026224329
131,3162,0.01201771
132,2953,0.008804605
133,3197,0.006568658
134,3171,0.003784295
135,2852,0.001402525
136,3137,0.000318776
137,3203,0.000624415
138,3186,0.001883239
139,3042,0.001314924
140,3207,0.000311818
141,3189,0.003449357
142,3196,0.001877347
143,3158,0.001899937
144,3151,0.004760394
145,3123,0.006404099
146,3186,0.004708098
147,3190,0.004702194
148,3185,0.000941915
149,3184,0.000628141
150,3206,0.000935745
151,3198,0.001876173
152,3200,0.0084375
153,3196,0.00281602
154,3203,0.006244146
155,3197,0.006255865
156,3169,0.005364468
157,3198,0.002188868
158,3191,0.003760577
159,3195,0.000625978
160,3184,0.001256281
161,3209,0.001869741
162,3204,0.00093633
163,3178,0.003146633
164,3196,0.010951189
165,3178,0.008810573
166,3149,0.015878057
167,3211,0.003114295
168,3209,0.001869741
169,3174,0.001260239
170,3209,0.001246494
171,3210,0.001246106
172,3209,0.000623247
173,3207,0.000311818
174,3181,0
175,3196,0.001564456
176,3188,0.003764115
177,3198,0.000312695
178,3211,0.000622859
179,3194,0.000626174
180,3192,0.00093985
181,3190,0.001253918
182,3188,0.004391468
183,3201,0.001249609
184,3191,0.002507051
185,3181,0.003772399
186,3171,0.002207506
187,3187,0.003451522
188,3188,0.013174404
189,3190,0.011285266
190,3179,0.025479711
191,3169,0.019248974
192,3136,0.014030612
193,3109,0.007719524
194,3192,0.002819549
195,3174,0.006301197
196,3177,0.011331445
197,3200,0.0028125
198,3170,0.003154574
199,3196,0.003754693
200,3191,0.00219367
201,3195,0.003755869
202,3200,0.00125
203,3196,0.000625782
204,3207,0.001559089
205,3190,0.000940439
206,3200,0.0015625
207,3203,0.007492975
208,3171,0.008830022
209,3189,0.008153026
210,3184,0.00879397
211,3197,0.007507038
212,3193,0.004384591
213,3170,0.006624606
214,3196,0.005319149
215,3192,0.006892231
216,3197,0.011260557
217,3170,0.012933754
218,3172,0.010088272
219,3185,0.00722135
220,3193,0.007203257
221,3197,0.001563966
222,3182,0.001571339
223,3192,0.003446115
224,3183,0.002513352
225,3191,0.015669069
226,3192,0.003446115
227,3200,0.00125
228,3195,0.007198748
229,3196,0.002503129
230,3175,0.003149606
231,3200,0.0078125
232,3196,0.004693367
233,3178,0.010069226
234,3194,0.002191609
235,3204,0.00062422
236,3195,0.001251956
237,3196,0.004693367
238,3201,0.004998438
239,3198,0
240,3192,0.002819549
241,3203,0.00343428
242,3174,0.001890359
243,3200,0.003125
244,3192,0.005952381
245,3198,0.00343965
246,3200,0.0009375
247,3204,0.00031211
248,3204,0.003121099
249,3197,0.001876759
250,3200,0.0135937
251,3204,0.002808989
252,3197,0.003127932
253,3192,0.010025063
254,3176,0.005037783
255,3173,0.013236685
256,3196,0.00281602
257,3188,0.002195734
258,3188,0.005332497
259,3194,0.007827176
260,3188,0.003450439
261,3180,0.008490566
262,3187,0.01600251
263,3196,0.011889862
264,3175,0.017952756
265,3176,0.011020151
266,3176,0.005037783
267,3203,0.001248829
268,3190,0.000626959
269,3203,0.002809866
270,3205,0.003432137
271,3197,0.004691899
272,3191,0.000626763
273,3193,0.005950517
274,3196,0.000312891
275,3208,0.00436409
276,3195,0.008450704
277,3186,0.005649718
278,3192,0.002506266
279,3197,0.001876759
280,3193,0.006576887
281,3187,0.000941324
282,3193,0.000939555
283,3195,0.001251956
284,3192,0.005325815
285,3197,0.004691899
286,3198,0.000312695
287,3199,0.000312598
288,3205,0.004368175
289,3206,0
290,3198,0.002501563
291,3191,0.003447195
292,3197,0.007194245
293,3179,0.012268009
294,3200,0.0028125
295,3180,0.003144654
296,3194,0.004070131
297,3174,0.002205419
298,3202,0.000936914
299,3183,0.004712535
300,3196,0.003754693
301,3186,0.00784683
302,3160,0.009810127
303,3170,0.010410095
304,3193,0.005637332
305,3181,0.002514932
306,3193,0.005950517
307,3197,0.005317485
308,3197,0.007194245
309,3185,0.00188383
310,3188,0.003450439
311,3187,0.017257609
312,3178,0.008810573
313,3162,0.004427577
314,3164,0.020859671
315,3163,0.014543155
316,3192,0.011278195
317,3183,0.005969211
318,3195,0.008137715
319,3200,0.01
320,3176,0.017632242
321,3146,0.021296885
322,3166,0.012318383
323,3156,0.015525982
324,3136,0.011160714
325,3176,0.004093199
326,3172,0.005989912
327,3190,0.007523511
328,3186,0.006591337
329,3181,0.006916064
330,3179,0.010695187
331,3168,0.01010101
332,3199,0.007189747
333,3198,0.015634772
334,3195,0.009076682
335,3175,0.014173228
336,3170,0.009463722
337,3192,0.005012531
338,3187,0.01129589
339,3178,0.002202643
340,3197,0.005317485
341,3192,0.001253133
342,3170,0.001892744
343,3202,0.003747658
344,3195,0.00657277
345,3196,0.004067584
346,3177,0.007554297
347,3201,0.002811621
348,3188,0.003764115
349,3194,0.008140263
350,3183,0.005655042
351,3179,0.004089336
352,3185,0.010047096
353,3160,0.006329114
354,3191,0.004387339
355,3180,0.010691824
356,3180,0.008490566
357,3171,0.007883948
358,3174,0.006301197
359,3179,0.004718465
360,3203,0.004995317
361,3183,0.007225888
