,sums
0,0.00020870341788244772
1,0.00012133919644330547
2,9.707135715464438e-05
3,0.000155314171447431
4,9.707135715464438e-05
5,0.00011163206072784104
6,0.00020870341788241216
7,0.0002572390964597544
8,0.00015531417144742555
9,8.736422143917994e-05
10,9.221778929691216e-05
11,0.0023636875467154934
12,0.0005193317607772
13,0.00010677849287010882
14,0.0002620926643174866
15,0.00020384985002471883
16,0.0001310463321587699
17,0.0001019249250123766
18,0.00011648562858557326
19,0.00017958201073608326
20,0.00021841055359787993
21,0.00016016773930516322
22,8.736422143917994e-05
23,0.00011163206072776444
24,0.00011648562858557326
25,0.00016987487502062766
26,7.765708572371551e-05
27,0.00015046060358969878
28,0.00016987487502058998
29,6.794995000825107e-05
30,0.000155314171447431
31,0.00013104633215876992
32,5.338924643505441e-05
33,0.00016016773930515774
34,0.00020384985002465443
35,0.00012133919644330548
36,0.00011648562858557326
37,9.707135715464438e-05
38,0.0002135569857401611
39,0.00016502130716289544
40,0.00012133919644330548
41,6.794995000825106e-05
42,0.0001553141714474222
43,0.0002620926643174611
44,0.00012619276430103768
45,0.00011163206072784104
46,0.00016016773930515774
47,0.0003882854286185
48,0.00010677849287010882
49,0.00030577477503707995
50,0.00016502130716288996
51,0.00017958201073605442
52,0.000155314171447431
53,8.251065358144772e-05
54,0.00016502130716289544
55,0.00014075346787423434
56,0.00015046060358968997
57,0.00020384985002474436
58,1.9414271430928875e-05
59,0.00016502130716285776
60,0.0002329712571711
61,7.76570857237155e-05
62,0.00013104633215873222
63,0.00012133919644330548
64,0.00016016773930516322
65,0.0002523855286020477
66,0.0005338924643504933
67,0.00014075346787423434
68,9.707135715464438e-05
69,8.736422143917994e-05
70,0.0001019249250123766
71,0.00017472844287835107
72,0.00017472844287835988
73,0.00021355698574012218
74,0.00011648562858557326
75,8.736422143917994e-05
76,6.794995000825107e-05
77,0.00024267839288654437
78,0.00012133919644330548
79,9.221778929691216e-05
80,0.0003106283428948121
81,0.00011648562858557326
82,0.00013589990001650212
83,7.76570857237155e-05
84,0.00010677849287010882
85,0.0001310463321587699
86,9.707135715464438e-05
87,7.280351786598328e-05
88,0.00011163206072784104
89,0.00018928914645151886
90,0.00086878864653398
91,0.00022326412145565107
92,0.0001941427143092544
93,0.0002620926643174
94,0.0002572390964598
95,0.00010677849287010882
96,9.221778929691216e-05
97,0.00016987487502062218
98,0.00030577477503709334
99,0.00014075346787415774
100,0.0003106283428948444
101,0.0003688711571876222
102,0.00031062834289482557
103,0.0003494568857566289
104,0.00016987487502055106
105,0.00033974975004124437
106,8.251065358144772e-05
107,0.0003203354786102
108,0.0005921352786432
109,0.0003543104536144255
110,0.0004707960821999
111,0.00017958201073608326
112,0.001198831260859851
113,0.00020384985002474436
114,7.280351786598328e-05
115,0.0003009212071793
116,0.00046108894648450006
117,0.00010677849287010882
118,0.00019899628216697994
119,0.0002717998000329289
120,0.00015046060358969878
121,0.0002281176893134
122,0.00016016773930508662
123,0.00016502130716281884
124,0.0001019249250123766
125,0.0002426783928865
126,0.00012133919644330547
127,0.00020384985002466443
128,0.0008153994000989
129,9.221778929691216e-05
130,0.00059698884650099
131,0.0002766533678906
132,0.0003979925643339
133,0.0007183280429443
134,0.0004562353786267
135,0.0001941427143092222
136,0.00012619276430103223
137,0.00038828542861840004
138,0.0001698748750205611
139,0.000397992564334
140,0.0002281176893133544
141,0.0007183280429441999
142,0.0004659425143422
143,5.824281429278663e-05
144,0.00015046060358969878
145,0.00017958201073608998
146,0.00011648562858557326
147,0.00014560703573192888
148,0.0006649387965092001
149,4.368211071958997e-05
150,7.280351786598328e-05
151,9.707135715464436e-06
152,0.00011163206072784104
153,4.368211071958997e-05
154,0.00024267839288652556
155,0.00016502130716289544
156,6.309638215051885e-05
157,9.707135715464437e-05
158,0.00013589990001650212
159,4.853567857732218e-05
160,0.00015531417144735776
161,0.00011163206072784103
162,9.221778929691216e-05
163,5.8242814292786624e-05
164,6.309638215051884e-05
165,0.0001650213071628
166,0.0001358999000164933
167,4.853567857732218e-05
168,0.0001261927643010377
169,0.00012619276430102887
170,0.00013104633215872889
171,0.00018443557859378664
172,0.00015046060358962887
173,0.0001698748750205289
174,0.00012133919644330548
175,0.00011648562858557326
176,8.736422143917994e-05
177,0.0008008386965258155
178,0.017511672830697798
179,0.010046885465505601
180,0.0018443557859381
181,0.004198336196938299
182,0.0049554927827445
183,0.0005678674393545
184,0.0006066959822164
185,0.0074599337973343
186,0.00028150693574829997
187,0.0010143956822659
188,0.0003203354786102
189,0.0020579127716784
190,0.0087218614403447
191,0.000524185328635
192,0.0005630138714969
193,0.0040721434326372995
194,0.0005775745750700476
195,0.0029558228253588
196,0.0006649387965092
197,0.0007523030179484
198,0.0002184105535979
199,0.0015919702573361
200,0.0003979925643340155
201,0.0054457031363755
202,0.0018200879466494999
203,0.0021841055359794
204,0.0004174068357649
205,0.0006746459322247
206,0.0047856179077239
207,0.0135705757302191
208,0.0112748381335118
209,0.0022083733752681
210,0.0011891241251443
211,0.00047564965005771217
212,0.0057223565042661
213,0.0021695448324062
214,0.0003106283428948
215,0.0004756496500577
216,0.0015919702573361
217,0.000994981410835
218,0.0018055272430762999
219,0.0009124707572535
220,0.0009027636215381001
221,0.004275993282662
222,0.0037081258433073003
223,0.0009318850286845
224,0.0040769970004950005
225,0.0007037673393711
226,0.0018249415145072
227,0.0058776706757136
228,0.0035576652397175997
229,0.0020773270431093
230,0.0058291349971363
231,0.0011211741751361
232,0.0003348961821834
233,0.0045332323791218
234,0.0006697923643669
235,0.0061252026364579
236,0.0071881339973013
237,0.0030771620218021
238,0.0004950639214886001
239,0.0053146568042167
240,0.00023297125717114438
241,0.0003688711571876122
242,0.00024267839288654437
243,0.0059310599221487
244,0.0034314724754166
245,0.0047370822291465005
246,0.0129541726122872
247,0.0179533475057514
248,0.0024704660395855997
249,0.00017958201073605442
250,0.0061931525864662
251,0.0060135705757301
252,0.0003397497500412511
253,0.0030286263432247997
254,0.0023394197074268
255,0.0013153168894453
256,0.0050574177077569
257,0.0032276226253918003
258,0.0002912140714638
259,0.0079355834473921
260,0.0052272925827775
261,0.004110971975499
262,0.0038391721754661
263,0.0001553141714474222
264,0.007435665958045699
265,0.00013589990001650212
266,0.000543599600066
267,0.0003203354786102
268,0.0044361610219671
269,0.0061980061543240005
270,0.0046060358969878005
271,0.0076201015366394
272,0.0003106283428948
273,0.0002329712571711155
274,0.0086102293796169
275,0.0038003436326042002
276,0.0027277051360454
277,0.0099158391333468
278,0.0002087034178824155
279,0.0012619276430102834
280,0.0012910490501567
281,0.0026306337788908
282,0.001756991564499
283,0.0020724734752516
284,0.00043196753933800005
285,0.0038197579040352
286,0.0019802556859545998
287,0.0020190842288165
288,0.00021841055359792888
289,0.001485191764466
290,0.0003834318607608222
291,0.0036304687575836
292,0.0011648562858556002
293,0.0008736422143916999
294,0.0004902103536309
295,0.0013492918644495001
296,0.001684188046633
297,0.0006503780929361001
298,0.0012570740751525
299,0.0005290388964927832
300,0.0005144781929195
301,0.00039313899647619996
302,0.001756991564499
303,0.0022569090538453
304,0.00026694623217519997
305,0.0020045235252434002
306,0.0026160730753175864
307,0.0008590815108185
308,0.0018297950823650002
309,0.0009464457322577
