,sums
0,0.0002218937842003
1,7.52853910679827e-05
2,0.00013472122612159017
3,0.00012283405911091917
4,8.321016907513878e-05
5,0.00012283405911091917
6,0.0001386836151252313
7,0.00024566811822183645
8,0.00017038272715383645
9,6.736061306082664e-05
10,0.00010302211409302897
11,0.00015057078213590234
12,0.0004160508453756
13,0.0001267964481144561
14,0.0004834114584364
15,0.00017038272715377056
16,0.00011887167010734111
17,0.00014264600412880934
18,0.00016642033815019252
19,0.00014264600412880934
20,0.00019019467217174576
21,0.00018226989416456074
22,9.50973360858729e-05
23,0.00013075883711806822
24,8.321016907513879e-05
25,0.00020208183918247287
26,9.113494708229486e-05
27,0.0001505707821359654
28,4.754866804293644e-05
29,6.33982240572486e-05
30,0.00013472122612165328
31,0.00012679644811449718
32,7.52853910679827e-05
33,0.0001703827271537902
34,0.00026151767423608033
35,4.7548668042936446e-05
36,0.00011094689210018504
37,7.52853910679827e-05
38,0.0001901946721717243
39,0.00011490928110376308
40,0.00013472122612165328
41,9.113494708229486e-05
42,0.0001386836151252313
43,0.00025755528523251217
44,0.00011094689210018504
45,9.113494708229486e-05
46,0.00019415706117531682
47,0.0003724645663362
48,0.00013075883711807524
49,0.0002892543972611827
50,0.0001743451161573902
51,0.00019019467217173643
52,0.00025755528523247286
53,0.00010302211409302897
54,0.00019811945017880468
55,0.00011094689210018504
56,0.0001822698941645486
57,0.00019811945017881682
58,5.151105704651449e-05
59,0.00012283405911091915
60,8.321016907513878e-05
61,0.00011490928110376308
62,0.0001505707821359341
63,7.924778007156074e-05
64,0.0001505707821359654
65,0.0001862322831681145
66,0.0005428472934901024
67,0.0005151105704650729
68,9.509733608587288e-05
69,5.9435835053670556e-05
70,5.151105704651449e-05
71,0.0001584955601431145
72,0.00015453317113954345
73,0.00020208183918239253
74,0.00011094689210018504
75,9.509733608587289e-05
76,0.00011887167010734111
77,0.00020604422818596075
78,0.0004952986254471705
79,0.00010302211409302897
80,0.0003051039532754
81,9.509733608587288e-05
82,0.00017038272715385558
83,9.905972508945094e-05
84,0.00013075883711807524
85,0.00015849556014312148
86,0.00011094689210018504
87,7.924778007156074e-05
88,0.00012283405911091915
89,0.00017830750516100233
90,0.00033680306530412663
91,0.00029717917526834856
92,0.00024566811822183645
93,0.0002932167862647
94,0.00027340484124685607
95,9.905972508945093e-05
96,7.52853910679827e-05
97,0.00016245794914660234
98,0.00031699112028614625
99,0.00012283405911091215
100,0.0006617189635974728
101,0.0005032234034543729
102,0.00038831412235058036
103,0.00036850217733274624
104,0.00020604422818600466
105,0.0003803893443434
106,0.00013075883711807524
107,0.00054284729349
108,0.0006736061306081001
109,0.00047152429142575844
110,0.0004279380123863729
111,0.00019811945017881682
112,0.001406648096270139
113,0.00015849556014312148
114,0.00041208845637208033
115,0.0002813296192539
116,0.0003883141223506
117,0.0001267964481144972
118,9.905972508945094e-05
119,0.0003368030653040365
120,9.113494708229486e-05
121,0.00026944245224320003
122,0.00017038272715382664
123,0.00013472122612165328
124,0.00011887167010734111
125,0.0001624579491466145
126,0.00012679644811449718
127,0.0002654800632396463
128,0.0009351238048443
129,9.50973360858729e-05
130,0.0007092676316403827
131,0.0003209535092897
132,0.00047548668042930004
133,0.0008638008027798999
134,0.00042001323437919997
135,0.0001703827271538145
136,0.00021000661718956825
137,0.00042793801238640006
138,0.00027340484124687054
139,0.00046359951341860004
140,0.0002773672302503
141,0.0007449291326726
142,0.0004952986254472
143,0.00011887167010731215
144,0.00011490928110376308
145,0.00018226989416457058
146,8.321016907513878e-05
147,0.0002654800632396
148,0.0007132300206439
149,5.547344605009252e-05
150,4.754866804293644e-05
151,2.773672302504626e-05
152,0.00010302211409302897
153,9.509733608587289e-05
154,0.00023774334021462663
155,3.962389003578037e-05
156,8.321016907513878e-05
157,9.509733608587289e-05
158,4.3586279039358405e-05
159,7.52853910679827e-05
160,0.00012283405911091917
161,6.736061306082664e-05
162,8.717255807871681e-05
163,7.132300206440467e-05
164,3.566150103220233e-05
165,4.3586279039358405e-05
166,0.0001545331711395243
167,2.3774334021468223e-05
168,0.00011490928110376308
169,4.3586279039358405e-05
170,7.132300206440467e-05
171,0.00017830750516100233
172,0.0001901946721717243
173,0.00013075883711807521
174,0.00010302211409302897
175,9.509733608587288e-05
176,7.52853910679827e-05
177,0.000740966743669
178,0.017505834617807598
179,0.0098901229529306
180,0.0018306237196530001
181,0.0042040947327962
182,0.0050203468675332
183,0.0005032234034543
184,0.0007528539106798
185,0.0081387470133492
186,0.00021793139519669485
187,0.0011768295340626
188,0.0003803893443434
189,0.0018979843327138
190,0.0097672888938197
191,0.000590395961533
192,0.0005785087945223
193,0.0055196078819841
194,0.0005388849044865827
