,sums
0,0.00016693285689791103
1,8.572227786650786e-05
2,0.00013986266388746018
3,0.0001263275673822221
4,9.925737437174594e-05
5,0.00018046795340316977
6,0.00013986266388746018
7,0.00023460833942406977
8,0.0001533977603926349
9,6.767548252619041e-05
10,0.0001263275673822221
11,0.00013535096505235553
12,0.0004827517753534
13,7.218718136126977e-05
14,0.0002661902312695
15,0.00013083926621730146
16,0.0001263275673822221
17,0.00011730416971206337
18,0.00018046795340317297
19,0.00015339776039269826
20,0.00018046795340317443
21,0.00021656154408374593
22,6.767548252619041e-05
23,9.023397670158722e-05
24,9.023397670158722e-05
25,0.00023912003825916656
26,0.00014888606155761424
27,0.0001488860615576189
28,0.00012181586854714273
29,8.12105790314285e-05
30,0.00022107324291888722
31,0.0001263275673822221
32,5.414038602095233e-05
33,0.00022107324291886977
34,0.00031581891845551107
35,0.00010828077204190465
36,0.00013083926621727617
37,0.00016693285689793635
38,0.00017144455573297297
39,0.0001263275673822221
40,0.00011730416971206337
41,0.00012181586854714273
42,0.00018497965223824913
43,0.0003383774126309285
44,9.925737437174594e-05
45,0.00013083926621730146
46,0.00018497965223816977
47,0.0004917751730235
48,9.925737437174594e-05
49,0.00023460833942406977
50,0.00018949135107327618
51,0.0002391200382591904
52,0.00021204984524864594
53,7.669888019634915e-05
54,0.00018046795340317443
55,0.00014437436272253954
56,0.00014437436272253954
57,0.0001624211580628317
58,3.609359068063489e-05
59,0.00020302644757847299
60,0.00018046795340317443
61,8.572227786650786e-05
62,0.00014437436272251745
63,0.0001263275673822221
64,0.00021656154408378724
65,0.0002165615440837
66,0.001556536098102373
67,0.00015790945922777763
68,0.00013083926621730146
69,7.669888019634913e-05
70,0.00010828077204190466
71,0.0001624211580628317
72,0.00019851474874342848
73,0.00025265513476436976
74,0.00022107324291883488
75,0.00013083926621730146
76,0.00010828077204190466
77,0.00020302644757854912
78,0.00041958799166229364
79,8.12105790314285e-05
80,0.0002571668335994
81,0.00015790945922777763
82,0.00013083926621730146
83,0.00012181586854714273
84,0.00013083926621730146
85,0.00022107324291882851
86,0.00012181586854714275
87,8.572227786650786e-05
88,0.00012181586854714275
89,0.0001940030499083317
90,0.000870757875170311
91,0.00018497965223821425
92,0.00020302644757855235
93,0.0003834944009817
94,0.00030679552078533804
95,8.12105790314285e-05
96,0.00010828077204190466
97,0.00014888606155757619
98,0.0002526551347643968
99,0.00013535096505237618
100,0.0005459155590445285
101,0.00046921667884818725
102,0.00028423702660993166
103,0.0005368921613744175
104,0.00021656154408380784
105,0.0004060528951570666
106,0.00013535096505238082
107,0.0004466581846728
108,0.0006857782229318999
109,0.0003789827021465904
110,0.00038800609981680785
111,0.0002255849417538
112,0.0010196439367279
113,0.00020302644757856658
114,0.00011730416971206337
115,0.00019400304990841252
116,0.0003338657137958459
117,0.0001488860615576189
118,0.00013986266388737615
119,0.00036544760564141747
120,0.00013083926621730146
121,0.0003022838219502
122,0.00021656154408380784
123,0.00013986266388746018
124,0.00011279247087698401
125,0.00023009664058898724
126,0.00014437436272247617
127,0.0006677314275916555
128,0.0008933163693456317
129,0.00013083926621730146
130,0.0006406612345811698
131,0.0002977721231151
132,0.0003158189184555285
133,0.0006361495357461001
134,0.0005007985706937999
135,0.0002120498452487285
136,0.00016242115806275873
137,0.0003699593044764
138,0.00032935401496075233
139,0.0003789827021465
140,0.00023912003825914596
141,0.0006045676439005001
142,0.0004962868718587
143,0.00011730416971206337
144,0.00014437436272253954
145,0.0002797253277748
146,0.00016693285689791746
147,0.00023009664058904595
148,0.0004376347870025
149,2.707019301047617e-05
150,7.669888019634913e-05
151,2.2558494175396804e-05
152,8.572227786650786e-05
153,6.767548252619041e-05
154,0.00018949135107331426
155,0.00010828077204190465
156,9.474567553666658e-05
157,0.00011279247087698401
158,9.023397670158722e-05
159,3.6093590680634885e-05
160,0.00019400304990840786
161,9.023397670158722e-05
162,0.00016242115806285552
163,4.511698835079361e-05
164,3.6093590680634885e-05
165,0.0001849796522381587
166,0.00018497965223819042
167,4.511698835079361e-05
168,0.00016242115806285233
169,0.0001308392662172968
170,0.0005594506555498143
171,0.0001579094592276968
172,0.00024363173709421104
173,0.00019851474874341425
174,0.0001037690732068253
175,9.925737437174594e-05
176,0.00010828077204190466
177,0.0006587080299214872
178,0.0165173294352255
179,0.010142298981258301
180,0.0021701271396731
181,0.0045477924257599
182,0.0050215208034432995
183,0.00057749745089
184,0.0006812665240968001
185,0.0077510985986662
186,0.00020753814641356658
187,0.0009925737437174
188,0.0003789827021466
189,0.0017234689550003001
190,0.0091407018398707
191,0.0005053102695288
192,0.0006226144392409
193,0.0047463071745033
194,0.000572985752055
195,0.0030273499183381
196,0.0008527110798299
197,0.0008797812728403001
198,0.0002120498452487
199,0.0015745828934426
200,0.0002526551347643968
201,0.005856185087933
202,0.0018046795340317
203,0.0022874313093851
204,0.0004962868718586666
205,0.0005639623543848
206,0.0037853153226315
207,0.0146043691291518
208,0.010873194192541201
209,0.0024633875639531997
210,0.0012677873726572
211,0.0005820091497252
212,0.0052831993358779
213,0.0023821769849219
214,0.0003022838219502
215,0.0005323804625392
216,0.001773097642186
217,0.0013941149400394002
218,0.0016377466771337
219,0.0007985706938089001
220,0.0007985706938089001
221,0.0044304882560478
222,0.0034514496088355997
223,0.0009203865623561
224,0.0039928534690452
225,0.0009519684542016
226,0.0015881179899479001
227,0.0058561850879329
228,0.0049132400314013
229,0.0022332909233642
230,0.0060546998366764
231,0.0011549949017802001
232,0.0002436317370941936
233,0.0044756052443986
234,0.0006948016206022079
235,0.0060727466320167
236,0.0058922786786136
237,0.002792741578914
238,0.0004737283776832
239,0.0048230060546998
240,0.0002481434359293
241,0.00034288911146598724
242,0.0002526551347644
243,0.0060366530413361
244,0.0032935401496078003
245,0.004881658139555801
246,0.0123575431092822
247,0.0178302337962335
248,0.002901022350956
249,0.0001849796522382538
250,0.0059373956669644
251,0.0023821769849218
252,0.0002932604242801
253,0.0032168412694115003
254,0.0027746947835737
255,0.0015204425074217
256,0.0053012461312181
257,0.0034965665971863997
258,0.00018497965223821105
259,0.006505869720184299
260,0.004953845320917
261,0.002846881964935
262,0.0029822329299874
263,0.00012181586854714273
264,0.0067449897584435
265,0.00015339776039267298
266,0.0006271261380760001
267,0.00022107324291886657
268,0.0104175126101982
269,0.0078819378648836
270,0.0046515614989667
271,0.0097452694837713
272,0.0003293540149607
273,0.00018949135107325233
274,0.0090324210678288
275,0.0042725787968200995
276,0.0030769786055241
277,0.0096008951210488
278,0.0002616785324345
279,0.0014302085307201491
280,0.0010602492262436
281,0.0029551627369769
282,0.0015881179899478
283,0.0020573346687961
284,0.00036544760564133165
285,0.0039748066737048
286,0.0020302644757856
287,0.0019355188002489
288,0.00025265513476443487
289,0.001538489302762
290,0.0004105645939921666
291,0.0035913122727231003
292,0.0012722990714923
293,0.0011956001912959
294,0.0005774974508901
295,0.0012903458668326
296,0.0016061647852882
297,0.0005278687637041
298,0.0012813224691624
299,0.0005459155590445523
300,0.0005459155590445
301,0.000401541196322
302,0.0019310071014137999
303,0.0020979399583118
304,0.0003970294974869
305,0.0019310071014139
306,0.0026528789150265
307,0.0006632197287566
308,0.0019671006920945
309,0.0010376907320681001
310,0.0006090793427356873
311,0.0002707019301046
312,0.0006722431264266999
313,0.00011730416971206337
314,0.0018182146305368
315,0.0024092471779323
