,sums
0,0.00021334189759581322
1,5.734997247201321e-05
2,5.046797577537162e-05
3,0.0001697559185171591
4,8.946595705634062e-05
5,8.487795925857955e-05
6,0.00018351991191035215
7,0.0010047715177096575
8,0.00011011194714626537
9,5.734997247201321e-05
10,9.175995595522114e-05
11,9.864195265186272e-05
12,0.0006193797026976
13,0.00016287392182042475
14,0.00022481189209023534
15,0.0001124059460451459
16,8.258396035969902e-05
17,8.717195815746008e-05
18,8.946595705634062e-05
19,8.258396035969902e-05
20,0.0001651679207193548
21,0.00012616993943842907
22,4.587997797761057e-05
23,0.00012616993943842907
24,4.358597907873005e-05
25,0.0001124059460451459
26,7.799596256193795e-05
27,0.00013993393283171223
28,6.42319691686548e-05
29,8.487795925857955e-05
30,0.00012158194164066801
31,0.00020187190310143533
32,0.00011011194714626539
33,0.0003119838502476548
34,0.00013993393283164422
35,5.276197467425215e-05
36,0.00013305193613507064
37,8.94659570563406e-05
38,0.0003372178381353495
39,0.0001445219306294733
40,0.00014681592952835382
41,7.570196366305743e-05
42,6.193797026977427e-05
43,0.000417507799596169
44,9.175995595522114e-05
45,8.487795925857956e-05
46,0.00016746191961821322
47,0.0008992475683611
48,8.02899614608185e-05
49,0.0002683978711689743
50,0.00020187190310144422
51,0.0001422279317305274
52,0.0001124059460451459
53,4.587997797761057e-05
54,0.00022939988988800002
55,0.00010552394934850432
56,0.0001376399339328317
57,0.00014222793173059278
58,3.8997981280968984e-05
59,9.175995595522114e-05
60,8.946595705634062e-05
61,7.799596256193797e-05
62,0.00010322995044962379
63,8.258396035969902e-05
64,0.0002064599008992
65,0.00021334189759587954
66,0.00012387594053954855
67,9.175995595522114e-05
68,9.175995595522114e-05
69,3.440998348320793e-05
70,4.81739768764911e-05
71,0.00022710589098916633
72,0.00017663791521371584
73,0.0002913378601577327
74,0.00019957790420253532
75,0.00010322995044962379
76,7.111396586529639e-05
77,0.0001720499174160274
78,7.570196366305745e-05
79,5.0467975775371626e-05
80,0.0003739218205174
81,7.340796476417691e-05
82,0.00015140392732604686
83,3.899798128096899e-05
84,0.00010093595155074325
85,0.00010552394934850432
86,4.587997797761057e-05
87,0.00012158194164066801
88,0.0001536979262249954
89,0.00015828592402275646
90,0.00019269590750592116
91,0.0002454578821801627
92,0.00018810790970819372
93,0.0003486878326297
94,0.0001582859240227416
95,8.258396035969902e-05
96,6.881996696641585e-05
97,0.000254633877775738
98,0.00022939988988800793
99,0.0001238759405394637
100,0.00021334189759585217
101,0.0011332354560469
102,0.00016746191961822474
103,0.00020645990089916897
104,0.00017663791521373268
105,0.0005069737566525
106,8.487795925857955e-05
107,0.00038080381721409997
108,0.00037162782161850004
109,0.00019498990640483797
110,0.00026380987337126007
111,0.0001284639383373096
112,0.0010690034868782714
113,0.00014681592952835382
114,9.175995595522114e-05
115,0.00017893191411265215
116,0.0003486878326297743
117,0.0001514039273261149
118,0.00013305193613507066
119,0.00024316388328131058
120,6.881996696641585e-05
121,0.00014222793173059278
122,0.00011469994494402644
123,0.00011011194714626537
